Country,EdLevel,YearsCodePro,Industry,Salary
France,Bachelor's Degree,9.0,Advertising Services,32127.0
United States of America,Bachelor's Degree,15.0,Healthcare,160000.0
Germany,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",89420.0
France,Master's Degree,6.0,Oil & Gas,66396.0
India,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",52103.0
Brazil,Bachelor's Degree,9.0,Retail and Consumer Services,32054.0
United States of America,Less than a Bachelor's,4.0,Financial Services,150000.0
Germany,Bachelor's Degree,11.0,Advertising Services,192761.0
Poland,Master's Degree,4.0,Other,38282.0
Germany,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",72821.0
United States of America,Master's Degree,30.0,Healthcare,125000.0
Canada,Bachelor's Degree,12.0,"Manufacturing, Transportation, or Supply Chain",104092.0
Canada,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",63199.0
Canada,Less than a Bachelor's,21.0,"Manufacturing, Transportation, or Supply Chain",97400.0
United States of America,Less than a Bachelor's,3.0,Oil & Gas,120000.0
United States of America,Master's Degree,11.0,Advertising Services,270000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,20.0,Financial Services,74483.0
United States of America,Bachelor's Degree,23.0,Higher Education,98000.0
France,Master's Degree,15.0,"Information Services, IT, Software Development, or other Technology",91026.0
Sweden,Master's Degree,0.5,"Manufacturing, Transportation, or Supply Chain",44965.0
Brazil,Less than a Bachelor's,5.0,"Information Services, IT, Software Development, or other Technology",40575.0
Spain,Bachelor's Degree,4.0,Other,35340.0
United States of America,Master's Degree,26.0,Higher Education,200000.0
Canada,Bachelor's Degree,33.0,"Information Services, IT, Software Development, or other Technology",89222.0
United States of America,Master's Degree,5.0,Other,70000.0
Germany,Post Grad,0.5,Insurance,62969.0
United States of America,Bachelor's Degree,12.0,Insurance,165000.0
United States of America,Bachelor's Degree,0.5,Advertising Services,60000.0
Poland,Master's Degree,5.0,Financial Services,71779.0
Brazil,Bachelor's Degree,7.0,"Manufacturing, Transportation, or Supply Chain",19070.0
Netherlands,Master's Degree,2.0,Retail and Consumer Services,61576.0
Germany,Post Grad,6.0,Healthcare,85672.0
Brazil,Bachelor's Degree,11.0,Advertising Services,37329.0
Netherlands,Less than a Bachelor's,22.0,"Information Services, IT, Software Development, or other Technology",69608.0
United States of America,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",100000.0
United States of America,Bachelor's Degree,4.0,Advertising Services,139000.0
France,Master's Degree,1.0,"Information Services, IT, Software Development, or other Technology",36410.0
United States of America,Less than a Bachelor's,3.0,Higher Education,117000.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",240000.0
United Kingdom and Northern Ireland,Post Grad,12.0,Insurance,173793.0
United States of America,Master's Degree,5.0,"Information Services, IT, Software Development, or other Technology",70000.0
United States of America,Bachelor's Degree,5.0,Retail and Consumer Services,185000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,22.0,Healthcare,124138.0
Italy,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",47119.0
United Kingdom and Northern Ireland,Post Grad,2.0,Healthcare,69517.0
Canada,Post Grad,13.0,"Manufacturing, Transportation, or Supply Chain",159856.0
United Kingdom and Northern Ireland,Bachelor's Degree,4.0,Retail and Consumer Services,63757.0
United Kingdom and Northern Ireland,Bachelor's Degree,5.0,Legal Services,49655.0
Canada,Master's Degree,13.0,"Information Services, IT, Software Development, or other Technology",113758.0
United States of America,Bachelor's Degree,8.0,Healthcare,156000.0
United States of America,Post Grad,5.0,Other,141000.0
United States of America,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",190000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,3.0,"Information Services, IT, Software Development, or other Technology",34883.0
United Kingdom and Northern Ireland,Master's Degree,1.0,Other,55862.0
Netherlands,Less than a Bachelor's,8.0,"Information Services, IT, Software Development, or other Technology",40859.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",140000.0
Germany,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",55901.0
United Kingdom and Northern Ireland,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",43448.0
France,Master's Degree,5.0,Healthcare,50332.0
France,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",44978.0
United States of America,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",200000.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",120000.0
Canada,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",89222.0
Netherlands,Master's Degree,27.0,"Information Services, IT, Software Development, or other Technology",86743.0
United Kingdom and Northern Ireland,Bachelor's Degree,3.0,Financial Services,74483.0
United States of America,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",167000.0
United States of America,Master's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",165000.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",160000.0
United States of America,Less than a Bachelor's,28.0,Financial Services,150000.0
United States of America,Bachelor's Degree,14.0,Healthcare,140000.0
Netherlands,Master's Degree,18.0,"Information Services, IT, Software Development, or other Technology",50332.0
Canada,Bachelor's Degree,28.0,"Information Services, IT, Software Development, or other Technology",133833.0
France,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",35340.0
United States of America,Bachelor's Degree,27.0,Insurance,175000.0
United States of America,Bachelor's Degree,5.0,Healthcare,126000.0
United States of America,Master's Degree,25.0,Other,170000.0
United States of America,Bachelor's Degree,16.0,"Manufacturing, Transportation, or Supply Chain",270000.0
United States of America,Bachelor's Degree,9.0,"Manufacturing, Transportation, or Supply Chain",200000.0
United States of America,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",150000.0
United States of America,Less than a Bachelor's,10.0,"Manufacturing, Transportation, or Supply Chain",96000.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",200000.0
France,Post Grad,2.0,"Information Services, IT, Software Development, or other Technology",42836.0
Canada,Bachelor's Degree,18.0,Financial Services,118962.0
United States of America,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",85000.0
United Kingdom and Northern Ireland,Master's Degree,0.5,Financial Services,48414.0
United States of America,Bachelor's Degree,7.0,Other,130000.0
Germany,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",160634.0
Spain,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",27308.0
United States of America,Bachelor's Degree,34.0,Other,130000.0
United States of America,Bachelor's Degree,8.0,Financial Services,120000.0
United States of America,Bachelor's Degree,21.0,"Information Services, IT, Software Development, or other Technology",152000.0
Germany,Less than a Bachelor's,11.0,Other,160634.0
France,Master's Degree,16.0,"Manufacturing, Transportation, or Supply Chain",72093.0
Germany,Post Grad,25.0,"Information Services, IT, Software Development, or other Technology",85672.0
United Kingdom and Northern Ireland,Master's Degree,15.0,"Information Services, IT, Software Development, or other Technology",119173.0
United States of America,Bachelor's Degree,6.0,Retail and Consumer Services,91450.0
Brazil,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",16735.0
Poland,Bachelor's Degree,17.0,"Information Services, IT, Software Development, or other Technology",59815.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",110000.0
United States of America,Master's Degree,25.0,"Information Services, IT, Software Development, or other Technology",202000.0
France,Master's Degree,1.0,"Information Services, IT, Software Development, or other Technology",42836.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",175000.0
United States of America,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",111000.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",150000.0
Germany,Master's Degree,38.0,"Information Services, IT, Software Development, or other Technology",85672.0
United States of America,Bachelor's Degree,16.0,"Information Services, IT, Software Development, or other Technology",250000.0
Germany,Master's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",69608.0
Germany,Less than a Bachelor's,23.0,Other,62112.0
United States of America,Master's Degree,2.0,Higher Education,80000.0
United States of America,Bachelor's Degree,3.0,Retail and Consumer Services,89250.0
United States of America,Bachelor's Degree,10.0,"Manufacturing, Transportation, or Supply Chain",130000.0
France,Bachelor's Degree,3.0,Healthcare,48190.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",100000.0
United States of America,Bachelor's Degree,6.0,Financial Services,165500.0
United States of America,Bachelor's Degree,21.0,"Information Services, IT, Software Development, or other Technology",220000.0
United States of America,Less than a Bachelor's,1.0,Insurance,160000.0
Netherlands,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",85672.0
France,Master's Degree,13.0,"Information Services, IT, Software Development, or other Technology",54616.0
Germany,Master's Degree,18.0,"Information Services, IT, Software Development, or other Technology",90212.0
France,Less than a Bachelor's,12.0,"Information Services, IT, Software Development, or other Technology",64254.0
France,Master's Degree,10.0,Retail and Consumer Services,80317.0
Poland,Bachelor's Degree,2.0,Financial Services,28711.0
Poland,Master's Degree,9.0,Retail and Consumer Services,50245.0
United States of America,Less than a Bachelor's,15.0,"Manufacturing, Transportation, or Supply Chain",140000.0
United States of America,Less than a Bachelor's,26.0,Retail and Consumer Services,117500.0
United States of America,Bachelor's Degree,5.0,Retail and Consumer Services,246500.0
United States of America,Less than a Bachelor's,19.0,Retail and Consumer Services,160000.0
United States of America,Master's Degree,15.0,"Manufacturing, Transportation, or Supply Chain",226000.0
